LED_0,LED_1,LED_2,LED_3,LED_4,LED_5,LED_6,LED_7,LED_8,LED_9,LED_10,LED_11,t
"6,0,0","2,0,0","3,0,0","3,0,0","0,41,0","0,97,0","0,49,0","0,38,0","0,0,72","0,0,69","0,0,96","0,0,65",2.8666666666666667
"6,0,0","2,0,0","2,0,0","2,0,0","0,33,0","0,107,0","0,74,0","0,61,0","0,0,88","0,0,67","0,0,81","0,0,62",2.8833333333333333
"10,0,0","2,0,0","2,0,0","2,0,0","0,32,0","0,99,0","0,98,0","0,70,0","0,0,94","0,0,69","0,0,79","0,0,59",2.9
"9,0,0","2,0,0","1,0,0","2,0,0","0,26,0","0,86,0","0,85,0","0,78,0","0,0,89","0,0,61","0,0,76","0,0,57",2.9166666666666665
"7,0,0","2,0,0","1,0,0","2,0,0","0,22,0","0,83,0","0,81,0","0,71,0","0,0,82","0,0,60","0,0,77","0,0,61",2.933333333333333
"6,0,0","2,0,0","1,0,0","1,0,0","0,18,0","0,72,0","0,70,0","0,68,0","0,0,80","0,0,59","0,0,74","0,0,56",2.95
"5,0,0","1,0,0","1,0,0","1,0,0","0,17,0","0,70,0","0,63,0","0,65,0","0,0,78","0,0,58","0,0,70","0,0,58",2.966666666666667
"6,0,0","2,0,0","1,0,0","1,0,0","0,21,0","0,75,0","0,77,0","0,58,0","0,0,74","0,0,58","0,0,77","0,0,56",2.9833333333333334
"5,0,0","1,0,0","1,0,0","1,0,0","0,26,0","0,65,0","0,67,0","0,63,0","0,0,75","0,0,59","0,0,70","0,0,56",3.0
"4,0,0","1,0,0","0,0,0","0,0,0","0,23,0","0,54,0","0,59,0","0,63,0","0,0,72","0,0,60","0,0,67","0,0,54",3.0166666666666666
"3,0,0","1,0,0","0,0,0","0,0,0","0,19,0","0,55,0","0,51,0","0,60,0","0,0,67","0,0,55","0,0,67","0,0,50",3.033333333333333
"3,0,0","1,0,0","0,0,0","0,0,0","0,16,0","0,53,0","0,51,0","0,57,0","0,0,62","0,0,54","0,0,66","0,0,51",3.05
"2,0,0","1,0,0","0,0,0","0,0,0","0,15,0","0,72,0","0,44,0","0,53,0","0,0,60","0,0,54","0,0,59","0,0,44",3.066666666666667
"2,0,0","1,0,0","0,0,0","0,0,0","0,12,0","0,57,0","0,48,0","0,46,0","0,0,54","0,0,50","0,0,56","0,0,39",3.0833333333333335
"2,0,0","0,0,0","0,0,0","0,0,0","0,14,0","0,47,0","0,45,0","0,44,0","0,0,48","0,0,46","0,0,55","0,0,34",3.1
"1,0,0","0,0,0","0,0,0","0,0,0","0,13,0","0,44,0","0,38,0","0,47,0","0,0,44","0,0,41","0,0,53","0,0,30",3.1166666666666667
"1,0,0","0,0,0","0,0,0","0,0,0","0,12,0","0,46,0","0,38,0","0,46,0","0,0,44","0,0,42","0,0,53","0,0,26",3.1333333333333333
"1,0,0","0,0,0","0,0,0","0,0,0","0,10,0","0,49,0","0,36,0","0,40,0","0,0,42","0,0,39","0,0,49","0,0,23",3.15
"1,0,0","0,0,0","0,0,0","0,0,0","0,9,0","0,41,0","0,31,0","0,34,0","0,0,43","0,0,42","0,0,46","0,0,21",3.1666666666666665
"1,0,0","0,0,0","0,0,0","0,0,0","0,13,0","0,37,0","0,30,0","0,32,0","0,0,44","0,0,39","0,0,44","0,0,19",3.183333333333333
"1,0,0","0,0,0","0,0,0","0,0,0","0,14,0","0,33,0","0,34,0","0,31,0","0,0,40","0,0,37","0,0,41","0,0,16",3.2
"1,0,0","0,0,0","1,0,0","1,0,0","0,12,0","0,27,0","0,29,0","0,27,0","0,0,36","0,0,36","0,0,42","0,0,24",3.216666666666667
"7,0,0","15,0,0","15,0,0","11,0,0","0,13,0","0,27,0","0,28,0","0,25,0","0,0,32","0,0,37","0,0,48","0,0,36",3.2333333333333334
"23,0,0","32,0,0","37,0,0","9,0,0","0,14,0","0,43,0","0,39,0","0,47,0","0,0,42","0,0,46","0,0,47","0,0,34",3.25
"18,0,0","26,0,0","30,0,0","7,0,0","0,11,0","0,37,0","0,33,0","0,38,0","0,0,35","0,0,43","0,0,41","0,0,30",3.2666666666666666
"15,0,0","21,0,0","25,0,0","6,0,0","0,11,0","0,31,0","0,28,0","0,32,0","0,0,32","0,0,37","0,0,37","0,0,26",3.283333333333333
"13,0,0","16,0,0","21,0,0","5,0,0","0,11,0","0,43,0","0,35,0","0,46,0","0,0,35","0,0,39","0,0,39","0,0,25",3.3
"11,0,0","13,0,0","18,0,0","4,0,0","0,10,0","0,56,0","0,46,0","0,67,0","0,0,37","0,0,45","0,0,44","0,0,26",3.316666666666667
"10,0,0","12,0,0","15,0,0","3,0,0","0,10,0","0,52,0","0,39,0","0,57,0","0,0,37","0,0,40","0,0,39","0,0,28",3.3333333333333335
"8,0,0","11,0,0","14,0,0","3,0,0","0,10,0","0,43,0","0,35,0","0,50,0","0,0,36","0,0,36","0,0,37","0,0,29",3.35
"7,0,0","11,0,0","13,0,0","2,0,0","0,10,0","0,44,0","0,29,0","0,43,0","0,0,37","0,0,33","0,0,35","0,0,28",3.3666666666666667
"5,0,0","11,0,0","12,0,0","2,0,0","0,10,0","0,42,0","0,32,0","0,46,0","0,0,38","0,0,40","0,0,36","0,0,26",3.3833333333333333
"5,0,0","10,0,0","10,0,0","1,0,0","0,9,0","0,47,0","0,30,0","0,42,0","0,0,38","0,0,46","0,0,37","0,0,25",3.4
"4,0,0","10,0,0","10,0,0","2,0,0","0,9,0","0,38,0","0,28,0","0,36,0","0,0,35","0,0,45","0,0,40","0,0,25",3.4166666666666665
"5,0,0","9,0,0","8,0,0","1,0,0","0,8,0","0,34,0","0,29,0","0,31,0","0,0,35","0,0,41","0,0,37","0,0,22",3.433333333333333
"4,0,0","13,0,0","8,0,0","2,0,0","0,8,0","0,47,0","0,30,0","0,34,0","0,0,37","0,0,42","0,0,36","0,0,26",3.45
"4,0,0","14,0,0","10,0,0","2,0,0","0,9,0","0,51,0","0,27,0","0,29,0","0,0,37","0,0,40","0,0,37","0,0,28",3.466666666666667
"3,0,0","16,0,0","10,0,0","2,0,0","0,9,0","0,46,0","0,28,0","0,33,0","0,0,36","0,0,44","0,0,36","0,0,27",3.4833333333333334
"4,0,0","17,0,0","10,0,0","2,0,0","0,8,0","0,42,0","0,28,0","0,39,0","0,0,38","0,0,44","0,0,39","0,0,28",3.5
"4,0,0","19,0,0","8,0,0","2,0,0","0,7,0","0,42,0","0,40,0","0,42,0","0,0,37","0,0,41","0,0,44","0,0,32",3.5166666666666666
"6,0,0","19,0,0","7,0,0","2,0,0","0,6,0","0,36,0","0,35,0","0,46,0","0,0,35","0,0,40","0,0,42","0,0,33",3.533333333333333
"5,0,0","22,0,0","7,0,0","2,0,0","0,5,0","0,42,0","0,33,0","0,41,0","0,0,39","0,0,36","0,0,40","0,0,32",3.55
"5,0,0","21,0,0","5,0,0","2,0,0","0,4,0","0,41,0","0,42,0","0,44,0","0,0,34","0,0,37","0,0,41","0,0,31",3.566666666666667
"5,0,0","23,0,0","4,0,0","2,0,0","0,4,0","0,40,0","0,43,0","0,41,0","0,0,39","0,0,39","0,0,39","0,0,31",3.5833333333333335
"6,0,0","28,0,0","3,0,0","3,0,0","0,4,0","0,43,0","0,45,0","0,40,0","0,0,51","0,0,49","0,0,66","0,0,48",3.6
"6,0,0","28,0,0","3,0,0","3,0,0","0,4,0","0,37,0","0,40,0","0,38,0","0,0,61","0,0,50","0,0,76","0,0,55",3.6166666666666667
"10,0,0","29,0,0","2,0,0","3,0,0","0,5,0","0,40,0","0,33,0","0,43,0","0,0,81","0,0,53","0,0,67","0,0,62",3.6333333333333333
"9,0,0","31,0,0","2,0,0","4,0,0","0,5,0","0,38,0","0,47,0","0,43,0","0,0,73","0,0,52","0,0,66","0,0,63",3.65
"8,0,0","32,0,0","1,0,0","3,0,0","0,4,0","0,33,0","0,46,0","0,41,0","0,0,73","0,0,55","0,0,70","0,0,65",3.6666666666666665
"6,0,0","36,0,0","1,0,0","3,0,0","0,7,0","0,43,0","0,47,0","0,41,0","0,0,77","0,0,62","0,0,75","0,0,74",3.683333333333333
"5,0,0","38,0,0","3,0,0","2,0,0","0,7,0","0,40,0","0,53,0","0,46,0","0,0,77","0,0,65","0,0,76","0,0,76",3.7
"5,0,0","37,0,0","2,0,0","2,0,0","0,6,0","0,37,0","0,51,0","0,43,0","0,0,74","0,0,62","0,0,73","0,0,68",3.716666666666667
"5,0,0","35,0,0","3,0,0","2,0,0","0,6,0","0,46,0","0,50,0","0,43,0","0,0,77","0,0,63","0,0,67","0,0,64",3.7333333333333334
"5,0,0","32,0,0","3,0,0","3,0,0","0,6,0","0,49,0","0,49,0","0,44,0","0,0,77","0,0,62","0,0,66","0,0,65",3.75
"4,0,0","31,0,0","2,0,0","3,0,0","0,5,0","0,49,0","0,50,0","0,45,0","0,0,77","0,0,60","0,0,64","0,0,64",3.7666666666666666
"6,0,0","29,0,0","2,0,0","3,0,0","0,5,0","0,51,0","0,48,0","0,39,0","0,0,83","0,0,57","0,0,67","0,0,60",3.783333333333333
"4,0,0","30,0,0","1,0,0","3,0,0","0,6,0","0,44,0","0,43,0","0,46,0","0,0,72","0,0,53","0,0,63","0,0,60",3.8
"5,0,0","30,0,0","2,0,0","2,0,0","0,7,0","0,43,0","0,51,0","0,46,0","0,0,65","0,0,50","0,0,56","0,0,60",3.816666666666667
"5,0,0","31,0,0","1,0,0","2,0,0","0,6,0","0,37,0","0,49,0","0,43,0","0,0,61","0,0,56","0,0,58","0,0,56",3.8333333333333335
"5,0,0","32,0,0","1,0,0","1,0,0","0,6,0","0,36,0","0,54,0","0,38,0","0,0,56","0,0,56","0,0,62","0,0,53",3.85
"6,0,0","27,0,0","1,0,0","1,0,0","0,4,0","0,38,0","0,47,0","0,42,0","0,0,50","0,0,52","0,0,59","0,0,51",3.8666666666666667
"5,0,0","24,0,0","1,0,0","1,0,0","0,4,0","0,32,0","0,39,0","0,39,0","0,0,51","0,0,46","0,0,59","0,0,55",3.8833333333333333
"4,0,0","28,0,0","1,0,0","1,0,0","0,5,0","0,32,0","0,40,0","0,35,0","0,0,53","0,0,43","0,0,53","0,0,53",3.9
"5,0,0","27,0,0","0,0,0","1,0,0","0,7,0","0,29,0","0,39,0","0,33,0","0,0,48","0,0,46","0,0,54","0,0,51",3.9166666666666665
"5,0,0","30,0,0","0,0,0","1,0,0","0,6,0","0,31,0","0,34,0","0,34,0","0,0,51","0,0,43","0,0,51","0,0,49",3.933333333333333
"5,0,0","28,0,0","0,0,0","1,0,0","0,6,0","0,30,0","0,42,0","0,34,0","0,0,46","0,0,44","0,0,49","0,0,48",3.95
"4,0,0","30,0,0","1,0,0","1,0,0","0,5,0","0,32,0","0,56,0","0,30,0","0,0,45","0,0,43","0,0,49","0,0,51",3.966666666666667
"6,0,0","29,0,0","0,0,0","1,0,0","0,6,0","0,29,0","0,48,0","0,31,0","0,0,53","0,0,47","0,0,50","0,0,52",3.9833333333333334
"6,0,0","31,0,0","2,0,0","2,0,0","0,8,0","0,32,0","0,40,0","0,32,0","0,0,52","0,0,50","0,0,49","0,0,48",4.0
"7,0,0","27,0,0","1,0,0","2,0,0","0,9,0","0,31,0","0,55,0","0,32,0","0,0,47","0,0,51","0,0,51","0,0,47",4.016666666666667
"6,0,0","24,0,0","2,0,0","2,0,0","0,7,0","0,34,0","0,46,0","0,28,0","0,0,47","0,0,47","0,0,47","0,0,52",4.033333333333333
"8,0,0","24,0,0","3,0,0","2,0,0","0,6,0","0,30,0","0,40,0","0,31,0","0,0,48","0,0,48","0,0,45","0,0,59",4.05
"10,0,0","23,0,0","2,0,0","2,0,0","0,5,0","0,26,0","0,41,0","0,37,0","0,0,54","0,0,45","0,0,50","0,0,54",4.066666666666666
"10,0,0","21,0,0","4,0,0","2,0,0","0,5,0","0,27,0","0,39,0","0,37,0","0,0,55","0,0,43","0,0,48","0,0,51",4.083333333333333
"12,0,0","22,0,0","4,0,0","2,0,0","0,5,0","0,28,0","0,38,0","0,36,0","0,0,53","0,0,42","0,0,53","0,0,51",4.1
"11,0,0","22,0,0","4,0,0","1,0,0","0,6,0","0,26,0","0,44,0","0,33,0","0,0,54","0,0,38","0,0,47","0,0,47",4.116666666666666
"11,0,0","21,0,0","4,0,0","1,0,0","0,5,0","0,31,0","0,43,0","0,32,0","0,0,52","0,0,40","0,0,53","0,0,49",4.133333333333334
"13,0,0","19,0,0","5,0,0","1,0,0","0,4,0","0,31,0","0,49,0","0,36,0","0,0,48","0,0,40","0,0,51","0,0,46",4.15
"11,0,0","16,0,0","5,0,0","3,0,0","0,4,0","0,30,0","0,46,0","0,32,0","0,0,47","0,0,41","0,0,51","0,0,44",4.166666666666667
"13,0,0","17,0,0","6,0,0","2,0,0","0,4,0","0,32,0","0,48,0","0,32,0","0,0,47","0,0,40","0,0,50","0,0,43",4.183333333333334
"13,0,0","17,0,0","5,0,0","2,0,0","0,4,0","0,29,0","0,46,0","0,32,0","0,0,45","0,0,37","0,0,48","0,0,39",4.2
"16,0,0","16,0,0","7,0,0","2,0,0","0,5,0","0,35,0","0,47,0","0,27,0","0,0,43","0,0,41","0,0,47","0,0,39",4.216666666666667
"17,0,0","16,0,0","5,0,0","1,0,0","0,4,0","0,31,0","0,44,0","0,32,0","0,0,42","0,0,42","0,0,44","0,0,36",4.233333333333333
"17,0,0","16,0,0","5,0,0","1,0,0","0,4,0","0,35,0","0,40,0","0,32,0","0,0,47","0,0,39","0,0,42","0,0,38",4.25
"19,0,0","15,0,0","4,0,0","1,0,0","0,3,0","0,30,0","0,35,0","0,30,0","0,0,44","0,0,39","0,0,41","0,0,38",4.266666666666667
"18,0,0","13,0,0","4,0,0","2,0,0","0,4,0","0,30,0","0,33,0","0,27,0","0,0,44","0,0,40","0,0,41","0,0,36",4.283333333333333
"20,0,0","13,0,0","5,0,0","2,0,0","0,4,0","0,27,0","0,32,0","0,27,0","0,0,41","0,0,38","0,0,43","0,0,40",4.3
"21,0,0","12,0,0","4,0,0","1,0,0","0,3,0","0,35,0","0,36,0","0,27,0","0,0,44","0,0,37","0,0,43","0,0,39",4.316666666666666
"20,0,0","10,0,0","3,0,0","1,0,0","0,3,0","0,29,0","0,33,0","0,29,0","0,0,47","0,0,39","0,0,43","0,0,39",4.333333333333333
"21,0,0","8,0,0","3,0,0","1,0,0","0,4,0","0,26,0","0,39,0","0,34,0","0,0,51","0,0,47","0,0,66","0,0,51",4.35
"18,0,0","8,0,0","3,0,0","1,0,0","0,4,0","0,28,0","0,35,0","0,35,0","0,0,67","0,0,54","0,0,71","0,0,53",4.366666666666666
"17,0,0","8,0,0","2,0,0","1,0,0","0,4,0","0,27,0","0,40,0","0,38,0","0,0,74","0,0,52","0,0,66","0,0,57",4.383333333333334
"26,0,0","10,0,0","2,0,0","0,0,0","0,4,0","0,36,0","0,44,0","0,35,0","0,0,76","0,0,63","0,0,62","0,0,58",4.4
"26,0,0","11,0,0","2,0,0","1,0,0","0,4,0","0,34,0","0,52,0","0,37,0","0,0,82","0,0,71","0,0,69","0,0,58",4.416666666666667
"28,0,0","8,0,0","2,0,0","1,0,0","0,5,0","0,31,0","0,52,0","0,39,0","0,0,84","0,0,70","0,0,72","0,0,62",4.433333333333334
"27,0,0","8,0,0","3,0,0","1,0,0","0,4,0","0,30,0","0,55,0","0,36,0","0,0,81","0,0,76","0,0,74","0,0,65",4.45
"31,0,0","10,0,0","3,0,0","1,0,0","0,5,0","0,29,0","0,52,0","0,38,0","0,0,80","0,0,72","0,0,76","0,0,73",4.466666666666667
"31,0,0","8,0,0","3,0,0","0,0,0","0,5,0","0,39,0","0,55,0","0,35,0","0,0,84","0,0,68","0,0,77","0,0,70",4.483333333333333
"30,0,0","8,0,0","2,0,0","1,0,0","0,5,0","0,39,0","0,52,0","0,37,0","0,0,83","0,0,69","0,0,75","0,0,66",4.5
"52,0,0","7,0,0","0,0,0","0,0,0","0,2,0","0,24,0","0,50,0","0,42,0","0,0,73","0,0,49","0,0,57","0,0,20",4.516666666666667
"49,0,0","6,0,0","0,0,0","1,0,0","0,2,0","0,32,0","0,44,0","0,42,0","0,0,71","0,0,50","0,0,54","0,0,22",4.533333333333333
"40,0,0","5,0,0","1,0,0","1,0,0","0,3,0","0,35,0","0,42,0","0,43,0","0,0,67","0,0,49","0,0,55","0,0,27",4.55
"37,0,0","0,0,0","1,0,0","1,0,0","0,3,0","0,29,0","0,108,0","0,49,0","0,0,50","0,0,32","0,0,28","0,0,21",4.566666666666666
"39,0,0","7,0,0","1,0,0","0,0,0","0,2,0","0,15,0","0,76,0","0,20,0","0,0,30","0,0,30","0,0,45","0,0,25",4.583333333333333
"33,0,0","2,0,0","0,0,0","3,0,0","0,3,0","0,39,0","0,30,0","0,47,0","0,0,47","0,0,27","0,0,28","0,0,33",4.6
"24,0,0","3,0,0","2,0,0","0,0,0","0,4,0","0,11,0","0,40,0","0,58,0","0,0,17","0,0,24","0,0,36","0,0,30",4.616666666666666
"20,0,0","0,0,0","1,0,0","3,0,0","0,3,0","0,48,0","0,16,0","0,14,0","0,0,42","0,0,28","0,0,32","0,0,36",4.633333333333334
"53,0,0","0,0,0","1,0,0","1,0,0","0,0,0","0,32,0","0,21,0","0,38,0","0,0,31","0,0,34","0,0,34","0,0,28",4.65
"37,0,0","6,0,0","4,0,0","1,0,0","0,8,0","0,10,0","0,33,0","0,24,0","0,0,35","0,0,53","0,0,26","0,0,22",4.666666666666667
"65,0,0","0,0,0","0,0,0","2,0,0","0,7,0","0,91,0","0,47,0","0,29,0","0,0,44","0,0,27","0,0,38","0,0,31",4.683333333333334
"19,0,0","10,0,0","2,0,0","1,0,0","0,1,0","0,49,0","0,87,0","0,13,0","0,0,31","0,0,24","0,0,25","0,0,23",4.7
"38,0,0","0,0,0","0,0,0","1,0,0","0,3,0","0,14,0","0,42,0","0,75,0","0,0,29","0,0,25","0,0,45","0,0,35",4.716666666666667
"27,0,0","5,0,0","1,0,0","7,0,0","0,10,0","0,19,0","0,49,0","0,39,0","0,0,37","0,0,51","0,0,103","0,0,87",4.733333333333333
"33,0,0","1,0,0","0,0,0","0,0,0","0,8,0","0,72,0","0,58,0","0,31,0","0,0,21","0,0,47","0,0,12","0,0,26",4.75
"17,0,0","24,0,0","0,0,0","1,0,0","0,2,0","0,10,0","0,75,0","0,22,0","0,0,32","0,0,42","0,0,30","0,0,36",4.766666666666667
"61,0,0","7,0,0","1,0,0","1,0,0","0,2,0","0,14,0","0,11,0","0,55,0","0,0,37","0,0,21","0,0,40","0,0,24",4.783333333333333
"44,0,0","0,0,0","9,0,0","0,0,0","0,6,0","0,48,0","0,47,0","0,30,0","0,0,33","0,0,29","0,0,39","0,0,25",4.8
"42,0,0","37,0,0","0,0,0","0,0,0","0,8,0","0,38,0","0,71,0","0,25,0","0,0,24","0,0,36","0,0,27","0,0,31",4.816666666666666
"11,0,0","0,0,0","3,0,0","0,0,0","0,2,0","0,45,0","0,54,0","0,34,0","0,0,32","0,0,30","0,0,41","0,0,25",4.833333333333333
"16,0,0","13,0,0","1,0,0","0,0,0","0,2,0","0,19,0","0,40,0","0,5,0","0,0,40","0,0,22","0,0,13","0,0,26",4.85
"23,0,0","8,0,0","1,0,0","0,0,0","0,6,0","0,11,0","0,46,0","0,19,0","0,0,29","0,0,37","0,0,29","0,0,18",4.866666666666666
"24,0,0","6,0,0","0,0,0","4,0,0","0,6,0","0,42,0","0,17,0","0,24,0","0,0,19","0,0,24","0,0,32","0,0,22",4.883333333333334
"5,0,0","11,0,0","3,0,0","3,0,0","0,5,0","0,14,0","0,16,0","0,13,0","0,0,46","0,0,33","0,0,27","0,0,18",4.9
"34,0,0","5,0,0","7,0,0","0,0,0","0,1,0","0,21,0","0,15,0","0,23,0","0,0,15","0,0,36","0,0,13","0,0,22",4.916666666666667
"75,0,0","11,0,0","0,0,0","0,0,0","0,5,0","0,47,0","0,50,0","0,17,0","0,0,22","0,0,23","0,0,30","0,0,23",4.933333333333334
"9,0,0","4,0,0","1,0,0","2,0,0","0,12,0","0,18,0","0,37,0","0,36,0","0,0,27","0,0,31","0,0,20","0,0,15",4.95
"28,0,0","18,0,0","1,0,0","0,0,0","0,2,0","0,28,0","0,18,0","0,21,0","0,0,29","0,0,15","0,0,40","0,0,22",4.966666666666667
"16,0,0","9,0,0","0,0,0","1,0,0","0,2,0","0,48,0","0,9,0","0,37,0","0,0,21","0,0,17","0,0,15","0,0,16",4.983333333333333
"68,0,0","5,0,0","2,0,0","1,0,0","0,9,0","0,24,0","0,73,0","0,15,0","0,0,44","0,0,27","0,0,18","0,0,21",5.0
"0,0,0","4,0,0","1,0,0","0,0,0","0,4,0","0,20,0","0,31,0","0,33,0","0,0,25","0,0,37","0,0,16","0,0,26",5.016666666666667
"11,0,0","9,0,0","0,0,0","2,0,0","0,8,0","0,42,0","0,24,0","0,13,0","0,0,21","0,0,27","0,0,24","0,0,11",5.033333333333333
"48,0,0","5,0,0","0,0,0","1,0,0","0,1,0","0,55,0","0,52,0","0,23,0","0,0,25","0,0,10","0,0,20","0,0,14",5.05
"42,0,0","0,0,0","4,0,0","0,0,0","0,3,0","0,31,0","0,61,0","0,34,0","0,0,31","0,0,24","0,0,12","0,0,22",5.066666666666666
"16,0,0","13,0,0","6,0,0","2,0,0","0,11,0","0,52,0","0,21,0","0,35,0","0,0,26","0,0,23","0,0,25","0,0,16",5.083333333333333
"18,0,0","4,0,0","0,0,0","11,0,0","0,27,0","0,40,0","0,64,0","0,55,0","0,0,140","0,0,140","0,0,232","0,0,208",5.1
"3,0,0","11,0,0","4,0,0","7,0,0","0,15,0","0,29,0","0,45,0","0,43,0","0,0,78","0,0,94","0,0,173","0,0,151",5.116666666666666
"40,0,0","14,0,0","0,0,0","2,0,0","0,3,0","0,29,0","0,51,0","0,53,0","0,0,71","0,0,104","0,0,19","0,0,57",5.133333333333334
"33,0,0","0,0,0","0,0,0","5,0,0","0,6,0","0,25,0","0,103,0","0,41,0","0,0,73","0,0,83","0,0,98","0,0,106",5.15
"43,0,0","12,0,0","4,0,0","0,0,0","0,7,0","0,38,0","0,37,0","0,33,0","0,0,135","0,0,83","0,0,82","0,0,66",5.166666666666667
"18,0,0","7,0,0","2,0,0","3,0,0","0,9,0","0,46,0","0,62,0","0,69,0","0,0,96","0,0,109","0,0,108","0,0,84",5.183333333333334
"0,0,0","3,0,0","2,0,0","0,0,0","0,8,0","0,53,0","0,69,0","0,97,0","0,0,76","0,0,96","0,0,68","0,0,75",5.2
"44,0,0","37,0,0","1,0,0","4,0,0","0,4,0","0,38,0","0,89,0","0,53,0","0,0,42","0,0,63","0,0,73","0,0,75",5.216666666666667
"0,0,0","19,0,0","2,0,0","2,0,0","0,5,0","0,50,0","0,92,0","0,45,0","0,0,78","0,0,86","0,0,107","0,0,69",5.233333333333333
"27,0,0","7,0,0","1,0,0","0,0,0","0,15,0","0,15,0","0,60,0","0,18,0","0,0,81","0,0,60","0,0,50","0,0,49",5.25
"32,0,0","0,0,0","0,0,0","1,0,0","0,10,0","0,16,0","0,36,0","0,56,0","0,0,107","0,0,57","0,0,56","0,0,52",5.266666666666667
"22,0,0","4,0,0","0,0,0","6,0,0","0,5,0","0,21,0","0,44,0","0,31,0","0,0,41","0,0,53","0,0,24","0,0,27",5.283333333333333
"27,0,0","17,0,0","7,0,0","8,0,0","0,2,0","0,25,0","0,45,0","0,25,0","0,0,40","0,0,36","0,0,53","0,0,43",5.3
"0,0,0","12,0,0","2,0,0","0,0,0","0,2,0","0,20,0","0,31,0","0,38,0","0,0,23","0,0,32","0,0,38","0,0,28",5.316666666666666
"13,0,0","8,0,0","7,0,0","5,0,0","0,3,0","0,26,0","0,25,0","0,8,0","0,0,34","0,0,17","0,0,24","0,0,12",5.333333333333333
"12,0,0","5,0,0","0,0,0","2,0,0","0,5,0","0,19,0","0,52,0","0,43,0","0,0,26","0,0,20","0,0,25","0,0,19",5.35
"6,0,0","1,0,0","0,0,0","9,0,0","0,5,0","0,32,0","0,5,0","0,30,0","0,0,38","0,0,20","0,0,16","0,0,15",5.366666666666666
"23,0,0","5,0,0","2,0,0","0,0,0","0,4,0","0,25,0","0,35,0","0,10,0","0,0,30","0,0,14","0,0,16","0,0,8",5.383333333333334
"12,0,0","5,0,0","3,0,0","1,0,0","0,17,0","0,38,0","0,10,0","0,19,0","0,0,32","0,0,16","0,0,19","0,0,17",5.4
"5,0,0","20,0,0","1,0,0","2,0,0","0,13,0","0,49,0","0,65,0","0,16,0","0,0,24","0,0,14","0,0,25","0,0,13",5.416666666666667
"6,0,0","13,0,0","1,0,0","1,0,0","0,9,0","0,14,0","0,74,0","0,15,0","0,0,14","0,0,10","0,0,13","0,0,10",5.433333333333334
"27,0,0","3,0,0","0,0,0","3,0,0","0,1,0","0,15,0","0,29,0","0,17,0","0,0,23","0,0,18","0,0,12","0,0,7",5.45
"0,0,0","8,0,0","0,0,0","3,0,0","0,2,0","0,14,0","0,37,0","0,21,0","0,0,25","0,0,18","0,0,11","0,0,14",5.466666666666667
"25,0,0","0,0,0","4,0,0","14,0,0","0,12,0","0,30,0","0,57,0","0,51,0","0,0,43","0,0,44","0,0,104","0,0,88",5.483333333333333
"11,0,0","7,0,0","0,0,0","1,0,0","0,11,0","0,46,0","0,22,0","0,33,0","0,0,24","0,0,23","0,0,33","0,0,28",5.5
"12,0,0","8,0,0","1,0,0","3,0,0","0,5,0","0,4,0","0,18,0","0,23,0","0,0,46","0,0,29","0,0,25","0,0,11",5.516666666666667
"6,0,0","16,0,0","0,0,0","3,0,0","0,2,0","0,7,0","0,12,0","0,28,0","0,0,15","0,0,18","0,0,31","0,0,19",5.533333333333333
"0,0,0","0,0,0","0,0,0","1,0,0","0,11,0","0,46,0","0,46,0","0,17,0","0,0,25","0,0,23","0,0,34","0,0,14",5.55
"35,0,0","7,0,0","4,0,0","4,0,0","0,18,0","0,20,0","0,39,0","0,44,0","0,0,32","0,0,15","0,0,20","0,0,18",5.566666666666666
"0,0,0","17,0,0","5,0,0","3,0,0","0,7,0","0,20,0","0,40,0","0,24,0","0,0,30","0,0,15","0,0,19","0,0,12",5.583333333333333
"54,0,0","9,0,0","0,0,0","0,0,0","0,3,0","0,17,0","0,14,0","0,11,0","0,0,16","0,0,25","0,0,26","0,0,17",5.6
"8,0,0","16,0,0","1,0,0","0,0,0","0,4,0","0,36,0","0,20,0","0,35,0","0,0,17","0,0,21","0,0,7","0,0,10",5.616666666666666
"2,0,0","8,0,0","0,0,0","0,0,0","0,2,0","0,3,0","0,13,0","0,6,0","0,0,23","0,0,12","0,0,14","0,0,16",5.633333333333334
"1,0,0","4,0,0","0,0,0","0,0,0","0,4,0","0,19,0","0,34,0","0,29,0","0,0,24","0,0,18","0,0,14","0,0,11",5.65
"0,0,0","8,0,0","5,0,0","3,0,0","0,3,0","0,19,0","0,41,0","0,6,0","0,0,29","0,0,15","0,0,11","0,0,11",5.666666666666667
"25,0,0","8,0,0","10,0,0","5,0,0","0,2,0","0,27,0","0,5,0","0,14,0","0,0,14","0,0,22","0,0,16","0,0,8",5.683333333333334
"36,0,0","13,0,0","0,0,0","1,0,0","0,7,0","0,14,0","0,18,0","0,6,0","0,0,18","0,0,15","0,0,19","0,0,10",5.7
"16,0,0","6,0,0","1,0,0","2,0,0","0,9,0","0,34,0","0,61,0","0,22,0","0,0,27","0,0,9","0,0,17","0,0,13",5.716666666666667
"0,0,0","7,0,0","0,0,0","0,0,0","0,13,0","0,50,0","0,50,0","0,31,0","0,0,25","0,0,15","0,0,13","0,0,4",5.733333333333333
"6,0,0","14,0,0","0,0,0","0,0,0","0,2,0","0,11,0","0,37,0","0,10,0","0,0,13","0,0,15","0,0,6","0,0,6",5.75
